Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category
145236.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145237.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145238.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145239.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145239.0,113710.0,1.0,190.0,190.0,1.0,0.0,combo,nash,main
145240.0,113716.0,1.0,280.0,280.0,1.0,0.0,(),pcnash,main
145241.0,113723.0,1.0,300.0,300.0,1.0,0.0,combo,pc og,main
145241.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145241.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145241.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145242.0,113742.0,1.0,35.0,35.0,1.0,0.0,(),french fries,side
145242.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145243.0,113746.0,1.0,80.0,80.0,1.0,0.0,(),cheesy waffle,main
145244.0,113716.0,2.0,280.0,560.0,1.0,0.0,combo,pcnash,main
145244.0,113724.0,1.0,300.0,300.0,1.0,0.0,(),pcvolt,drink
145244.0,113759.0,1.0,35.0,35.0,1.0,0.0,(),green cola,drink
145244.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145245.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145246.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145247.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145247.0,113764.0,2.0,25.0,50.0,1.0,0.0,(),maxi cola,drink
145248.0,113711.0,2.0,210.0,420.0,1.0,0.0,combo,wildepic,main
145249.0,113711.0,2.0,210.0,420.0,1.0,0.0,combo,wildepic,main
145250.0,113711.0,2.0,210.0,420.0,1.0,0.0,combo,wildepic,main
145250.0,113723.0,1.0,300.0,300.0,1.0,0.0,combo,pc og,main
145251.0,113716.0,2.0,280.0,560.0,1.0,0.0,(),pcnash,main
145251.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145251.0,0.0,1.0,0.0,0.0,4.0,246877.0,(),cola diet,drink
145252.0,113723.0,2.0,300.0,600.0,1.0,0.0,(),pc og,main
145253.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145254.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145255.0,113709.0,5.0,165.0,825.0,1.0,0.0,(),jvolt,drink
145256.0,113723.0,1.33,300.0,399.0,1.0,0.0,(),pc og,main
